Epoch	Timestep	Runtime_in_h	Avg_Epi_Ret	Std_Epi_Ret	Max_Epi_Ret	Min_Epi_Ret	Avg_Eval_ret	Std_Eval_ret	Max_Eval_ret	Min_Eval_ret	Avg_Q_val	Std_Q_val	Max_Q_val	Min_Q_val	Critic_loss	Actor_loss	Avg_Actor_CurFE	Std_Actor_CurFE	Avg_Actor_ExtMemory	Std_Actor_ExtMemory	Avg_Critic_CurFE	Std_Critic_CurFE	Avg_Critic_ExtMemory	Std_Critic_ExtMemory
77	384999	15.017519018385146	970.84546	115.18613	1099.6633	820.08704	1148.4417	43.914154	1196.8982	1055.3024	41.868935	0.9632046	44.61102	37.76336	1.1259143	-41.739906	0.126794	0.0029756983	0.0003284208	0.0024797237	0.55704737	0.0049586375	0.01881101	0.0018690516
78	389999	15.22028725206852	1061.6802	56.98358	1118.6637	1004.69653	949.7422	49.430313	1025.2817	857.1392	41.791393	0.9694523	44.578465	37.301025	1.0339699	-41.658657	0.12724212	0.0028754682	-0.0004945091	0.0025044866	0.55481404	0.005012068	0.01821231	0.0016544454
79	394999	15.422651431957881	1009.95825	92.72573	1125.635	898.62915	1102.6698	67.9681	1210.197	1022.7494	41.35833	1.0123477	44.554314	36.216335	1.0354389	-41.225136	0.12729512	0.0028627499	-0.00045315837	0.002610384	0.5519639	0.0050034313	0.0166221	0.0017047797
80	399999	15.624674510690902	1162.7141	11.308655	1174.0227	1151.4054	1109.9417	72.30946	1223.2343	1014.7998	41.17729	1.0021713	44.213116	36.457047	1.0786113	-41.04012	0.12973192	0.003001397	0.0009387991	0.002272062	0.5512735	0.004875426	0.014675577	0.0016108728
81	404999	15.828408898512523	815.50226	280.146	1125.5336	446.86752	1106.1305	61.0505	1209.863	1019.9887	41.013756	1.0041478	43.90543	37.06282	1.0885923	-40.876	0.12946118	0.0029248619	0.0010959433	0.0022420438	0.5519717	0.0048215403	0.013647681	0.0016290256
82	409999	16.041586649749014	1108.7852	50.36259	1148.8906	1037.7594	1101.5474	58.7434	1182.9136	1018.7916	41.064556	0.9780435	43.920975	36.959515	1.009657	-40.92733	0.12844661	0.0028182021	0.00036455225	0.0024657203	0.553358	0.004664164	0.015287464	0.0017318786
83	414999	16.243811131252183	1054.6846	5.684387	1060.369	1049.0002	1102.9425	73.29028	1204.9769	1029.2715	41.1082	0.96799064	43.91121	36.794346	0.9915291	-40.97225	0.1280302	0.002873793	0.0002568304	0.00212048	0.5522065	0.0046611917	0.01455656	0.0018157006
84	419999	16.445875295533074	1142.8835	10.88552	1151.1765	1127.5049	1147.4445	71.11868	1217.5107	1002.1914	41.415672	0.9051752	43.910305	37.3377	1.0182451	-41.279037	0.12691067	0.0029893226	0.0012621138	0.002048448	0.55224115	0.0046777963	0.012559434	0.0017938759
85	424999	16.6483125421736	1145.8978	6.609253	1152.5071	1139.2886	1128.9265	89.11946	1217.2289	966.1774	41.42762	0.8633576	43.98651	37.619976	0.9565471	-41.28995	0.1271692	0.003053951	-0.00023740817	0.001997877	0.5501197	0.004596037	0.012632344	0.0017880194
86	429999	16.85051930156019	1049.6273	87.57249	1150.2622	936.7969	1110.874	76.99902	1231.0278	1031.8682	41.33864	0.8492039	43.707596	37.91178	0.8847085	-41.20025	0.12783965	0.0029983325	0.0008617593	0.0019282532	0.5494181	0.004565455	0.010302794	0.0017692106
